"Date","SKEW","VIX_lag1","VIX_sq_lag1","RealizedVol_lag1","MarketReturn_lag1","Sentiment_lag1","PC_Ratio_lag1","VIX_Sentiment_Interaction_lag1","VIX_lag1_centered","Sentiment_lag1_centered","VIX_Sent_Interact_centered_lag1"
2011-04-13,124.55,17.09,292.0681,0.126081461438035,0.0136141996639232,0.4359,1.17,7.449531,0.802900692840648,0.0828300096997691,0.0665042721759422
2011-04-14,125.09,16.92,286.2864,0.118459411434547,0.0250679464454873,0.4359,0.72,7.375428,0.63290069284065,0.0828300096997691,0.0524231705269816
2011-04-15,130.45,16.27,264.7129,0.0912124344689789,0.0448391203254612,0.4225,1.05,6.874075,-0.0170993071593522,0.069430009699769,-0.00118720506193315
2011-04-18,129.37,15.32,234.7024,0.0820583927407782,0.0354475301913686,0.4225,1.68,6.4727,-0.967099307159351,0.069430009699769,-0.0671457142767137
2011-04-19,129.4,16.96,287.6416,0.0925203810416522,0.0200754321764807,0.4225,0.95,7.1656,0.672900692840649,0.069430009699769,0.0467195016309076
2011-04-20,131.13,15.83,250.5889,0.0796944930890755,0.0109078063497545,0.4225,0.96,6.688175,-0.457099307159352,0.069430009699769,-0.0317364093298315
2011-04-21,131.78,15.07,227.1049,0.0898177370074364,0.0278891454498131,0.4225,1.38,6.367075,-1.21709930715935,0.069430009699769,-0.0845032167016559
2011-04-25,130.88,14.69,215.7961,0.0907053883125562,0.0302423120377142,0.3216,1.27,4.724304,-1.59709930715935,-0.031469990300231,0.0502606997048104
2011-04-26,127.45,15.77,248.6929,0.0865701883694115,0.0193509786962647,0.3216,0.84,5.071632,-0.517099307159352,-0.031469990300231,0.016273110180561
2011-04-27,126.93,15.62,243.9844,0.0906722065444658,0.0251343538003157,0.3216,0.88,5.023392,-0.667099307159353,-0.031469990300231,0.0209936087255956
2011-04-28,124.99,15.35,235.6225,0.0910815295311549,0.0341162557512034,0.3216,1.24,4.93656,-0.937099307159352,-0.031469990300231,0.029490506106658
2011-04-29,127.45,14.62,213.7444,0.0892544460560687,0.0306301744975856,0.379,0.91,5.54098,-1.66709930715935,0.0259300096997691,-0.0432279012051203
2011-05-02,124.15,14.75,217.5625,0.0873075013585864,0.0262657797598589,0.379,1.26,5.59025,-1.53709930715935,0.0259300096997691,-0.0398569999441503
2011-05-03,127.49,15.99,255.6801,0.0872736991204532,0.0263426780382021,0.379,1.09,6.06021,-0.297099307159352,0.0259300096997691,-0.00770378791643665
2011-05-04,125.29,16.7,278.89,0.0876017927394806,0.0180069795974696,0.379,1.11,6.3293,0.412900692840648,0.0259300096997691,0.0107065189703994
2011-05-05,124.89,17.08,291.7264,0.091616481508056,0.0107829221136448,0.379,1.41,6.47332,0.792900692840647,0.0259300096997691,0.0205599226563116
2011-05-06,124.61,18.2,331.24,0.0975031352421539,0.00185176213920268,0.3546,1.67,6.45372,1.91290069284065,0.00153000969976907,0.00292675661474117
2011-05-09,124.67,18.4,338.56,0.0981063083803904,0.00348315210849659,0.3546,1.09,6.52464,2.11290069284065,0.00153000969976907,0.00323275855469499
2011-05-10,126.23,17.16,294.4656,0.0990322425488087,0.00953809753604951,0.3546,0.75,6.084936,0.872900692840648,0.00153000969976907,0.00133554652698134
2011-05-11,121.79,15.91,253.1281,0.100966257926853,0.0215922261407595,0.3546,0.98,5.641686,-0.377099307159352,0.00153000969976907,-0.000576965597730006
2011-05-12,122.59,16.95,287.3025,0.108828522374532,0.013215820092908,0.3546,1.29,6.01047,0.662900692840648,0.00153000969976907,0.00101424449002983
2011-05-13,121.9,16.03,256.9609,0.105253272607954,0.0259064138659477,0.3077,0.95,4.932431,-0.257099307159351,-0.045369990300231,0.0116645930720158
2011-05-16,123.58,17.07,291.3849,0.110095315268357,0.0176161528280021,0.3077,0.85,5.252439,0.782900692840649,-0.045369990300231,-0.0355201968402243
2011-05-17,121.14,18.24,332.6976,0.11277590815368,0.0113087865896686,0.3077,1.1,5.612448,1.95290069284065,-0.045369990300231,-0.0886030854914945
2011-05-18,125.82,17.55,308.0025,0.112133278892591,0.00702244774257021,0.3077,1.15,5.400135,1.26290069284065,-0.045369990300231,-0.0572977921843352
2011-05-19,127.16,16.23,263.4129,0.107665448278867,0.0268666332196537,0.3077,0.97,4.993971,-0.0570993071593513,-0.045369990300231,0.00259059501196968
2011-05-20,129.15,15.52,240.8704,0.106520283976643,0.0233274388802673,0.2669,1.14,4.142288,-0.767099307159352,-0.0861699903002309,0.0661009398572352
2011-05-23,124.78,17.43,303.8049,0.100747421991166,0.00218498902455444,0.2669,1.18,4.652067,1.14290069284065,-0.0861699903002309,-0.0984837416162058
2011-05-24,123.13,18.27,333.7929,0.107150004271088,-0.0150751512985599,0.2669,1.43,4.876263,1.98290069284065,-0.0861699903002309,-0.1708665334684
2011-05-25,122.89,17.82,317.5524,0.107103934622774,-0.0143089640086362,0.2669,0.99,4.756158,1.53290069284065,-0.0861699903002309,-0.132090037833296
2011-05-26,125.43,17.07,291.3849,0.102336457500381,-0.0200703214467461,0.2669,0.93,4.555983,0.782900692840649,-0.0861699903002309,-0.0674625451081228
2011-05-27,123.58,16.09,258.8881,0.100606227043046,-0.0223553420056994,0.2561,1.27,4.120649,-0.197099307159352,-0.096969990300231,0.0191127179034246
2011-05-31,123.91,15.98,255.3604,0.100924514071091,-0.0218319105845097,0.2561,0.68,4.092478,-0.307099307159351,-0.096969990300231,0.0297794168364499
2011-06-01,119.33,15.45,238.7025,0.108135581431778,-0.013592893899637,0.2561,0.64,3.956745,-0.837099307159352,-0.096969990300231,0.0811735116955725
2011-06-02,119.2,18.3,334.89,0.133148613229147,-0.0348869547137562,0.2561,1.39,4.68663,2.01290069284065,-0.096969990300231,-0.195190960660086
2011-06-03,116.8,18.09,327.2481,0.133006423897532,-0.0327274147612249,0.3018,1.11,5.459562,1.80290069284065,-0.0512699903002309,-0.0924347010342197
2011-06-06,116.02,17.95,322.2025,0.134836912129262,-0.0356301003560846,0.3018,2.04,5.41731,1.66290069284065,-0.0512699903002309,-0.0852569023921873
2011-06-07,116.07,18.49,341.8801,0.136143204063031,-0.0373373854891543,0.3018,1.14,5.580282,2.20290069284065,-0.0512699903002309,-0.112942697154312
2011-06-08,118.76,18.07,326.5249,0.134669985959729,-0.0421068319068878,0.3018,1.17,5.453526,1.78290069284065,-0.0512699903002309,-0.0914093012282151
2011-06-09,117.27,18.79,353.0641,0.132710249025646,-0.0508363923745296,0.3018,0.96,5.670822,2.50290069284065,-0.0512699903002309,-0.128323694244381
2011-06-10,122.65,17.77,315.7729,0.132043611737954,-0.0515275570933014,0.2442,0.96,4.339434,1.48290069284065,-0.108869990300231,-0.161443384045767
2011-06-13,120.99,18.86,355.6996,0.134815013930622,-0.0544323928490806,0.2442,1.03,4.605612,2.57290069284065,-0.108869990300231,-0.280111673473019
2011-06-14,125.3,19.61,384.5521,0.132643370012847,-0.0586472839292291,0.2442,1.03,4.788762,3.32290069284065,-0.108869990300231,-0.361764166198192
2011-06-15,124.32,18.26,333.4276,0.141220883429697,-0.0380143576628678,0.2442,1.17,4.459092,1.97290069284065,-0.108869990300231,-0.21478967929288
2011-06-16,122.35,21.32,454.5424,0.150851339584804,-0.0493762836876268,0.2442,1.36,5.206344,5.03290069284065,-0.108869990300231,-0.547931849611587
2011-06-17,120.06,22.73,516.6529,0.151380730844938,-0.0472548266763573,0.29,0.89,6.5917,6.44290069284065,-0.063069990300231,-0.406353684202811
2011-06-20,117.44,21.85,477.4225,0.147377951218555,-0.052979642053705,0.29,1.05,6.3365,5.56290069284065,-0.063069990300231,-0.350852092738608
2011-06-21,116.52,19.99,399.6001,0.149073857959343,-0.0497745723270313,0.29,1.16,5.7971,3.70290069284065,-0.063069990300231,-0.233541910780178
2011-06-22,114.74,18.86,355.6996,0.157175878503096,-0.0287224123679524,0.29,1.14,5.4694,2.57290069284065,-0.063069990300231,-0.162272821740917
2011-06-23,116.79,18.52,342.9904,0.153599963041008,-0.023214622031607,0.29,1,5.3708,2.23290069284065,-0.063069990300231,-0.140829025038839
2011-06-24,115.92,19.29,372.1041,0.153711176734519,-0.0252188549000483,0.3746,1.32,7.226034,3.00290069284065,0.021530009699769,0.0646524810443023
2011-06-27,119.46,21.1,445.21,0.157051456612552,-0.040192051183281,0.3746,1.51,7.90406,4.81290069284065,0.021530009699769,0.103621798600884
2011-06-28,122.15,20.56,422.7136,0.160488834893546,-0.0349948787295578,0.3746,0.75,7.701776,4.27290069284065,0.021530009699769,0.091995593363009
2011-06-29,128.73,19.17,367.4889,0.167196269540466,-0.0262062284178075,0.3746,1.02,7.181082,2.88290069284065,0.021530009699769,0.0620688798803301
2011-06-30,122.09,17.27,298.2529,0.165341541231978,-0.028494619948189,0.3746,0.99,6.469342,0.982900692840648,0.021530009699769,0.0211618614507689
2011-07-01,119.63,16.52,272.9104,0.149653072023271,0.00462206584114888,0.3831,1.03,6.328812,0.232900692840648,0.030030009699769,0.00699401006508759
2011-07-05,121.78,15.87,251.8569,0.157242673608711,0.020154417577853,0.3831,1.13,6.079797,-0.417099307159353,0.030030009699769,-0.0125254962397623
2011-07-06,121.51,16.06,257.9236,0.15262768030053,0.0285989377681188,0.3831,1.53,6.152586,-0.227099307159353,0.030030009699769,-0.0068197943968062
2011-07-07,121.86,16.34,266.9956,0.146094731594205,0.0404185450059282,0.3831,1.3,6.259854,0.0529006928406481,0.030030009699769,0.00158860831912917
2011-07-08,119.68,15.95,254.4025,0.148548487064375,0.05177491294641,0.4177,1.05,6.662315,-0.337099307159352,0.0646300096997691,-0.0217867314914944
2011-07-11,123.08,15.95,254.4025,0.150427203410841,0.048985152667961,0.4177,1.16,6.662315,-0.337099307159352,0.0646300096997691,-0.0217867314914944
2011-07-12,119.21,18.39,338.1921,0.165102308354078,0.0233785743472055,0.4177,1.35,7.681503,2.10290069284065,0.0646300096997691,0.135910492175942
2011-07-13,124.79,19.87,394.8169,0.157111984844944,0.0330136534800465,0.4177,1.25,8.299699,3.58290069284065,0.0646300096997691,0.2315629065316
2011-07-14,126.63,19.91,396.4081,0.157161685748675,0.0354461622279594,0.4177,1.32,8.316407,3.62290069284065,0.0646300096997691,0.234148106919591
2011-07-15,129.24,20.8,432.64,0.154563087082734,0.0161744786325029,0.3931,1.04,8.17648,4.51290069284065,0.0400300096997691,0.180651458508506
2011-07-18,123.92,19.53,381.4209,0.140035881327985,0.0392991273388734,0.3931,1.43,7.677243,3.24290069284065,0.0400300096997691,0.129813346189799
2011-07-19,126.12,20.95,438.9025,0.14428988903441,0.0293832446657918,0.3931,1.09,8.235445,4.66290069284065,0.0400300096997691,0.186655959963471
2011-07-20,122.97,19.21,369.0241,0.153080905762194,0.0425199623022117,0.3931,0.68,7.551451,2.92290069284065,0.0400300096997691,0.117003743085873
2011-07-21,122.42,19.09,364.4281,0.152844538802807,0.0364682144041826,0.3931,0.76,7.504279,2.80290069284065,0.0400300096997691,0.112200141921901
2011-07-22,121.59,17.56,308.3536,0.152960799740846,0.0365892625482447,0.3986,0.64,6.999416,1.27290069284065,0.0455300096997691,0.0579551808918774
2011-07-25,119.45,17.52,306.9504,0.150063826167806,0.0439861800250796,0.3986,0.83,6.983472,1.23290069284065,0.0455300096997691,0.0561339805038867
2011-07-26,120.12,19.35,374.4225,0.151545481107806,0.0411591406407688,0.3986,0.92,7.71291,3.06290069284065,0.0455300096997691,0.139453898254464
2011-07-27,119.44,20.23,409.2529,0.144953296142167,0.0488408434120693,0.3986,0.89,8.063678,3.94290069284065,0.0455300096997691,0.179520306790261
2011-07-28,120.36,22.98,528.0804,0.162705682622894,0.0191805461542884,0.3986,1.22,9.159828,6.69290069284065,0.0455300096997691,0.304727833464626
2011-07-29,120.65,23.74,563.5876,0.157277478251448,0.00308007666481114,0.3784,1.08,8.983216,7.45290069284065,0.0253300096997691,0.188782046841069
2011-08-01,118.64,25.25,637.5625,0.155983899856256,-0.0116399807891359,0.3784,1.23,9.5546,8.96290069284065,0.0253300096997691,0.22703036148772
2011-08-02,116.08,23.66,559.7956,0.151492944927251,-0.0258491601014583,0.3784,1.19,8.952944,7.37290069284065,0.0253300096997691,0.186755646065088
2011-08-03,117.27,24.79,614.5441,0.163094562420696,-0.0660450011528591,0.3784,1.12,9.380536,8.50290069284065,0.0253300096997691,0.215378557025827
2011-08-04,113.17,23.38,546.6244,0.16544209745406,-0.0597047457527227,0.3784,1.2,8.846992,7.09290069284065,0.0253300096997691,0.179663243349152
2011-08-05,119.36,31.66,1002.3556,0.229195199063016,-0.10970746650472,0.2716,1.12,8.598856,15.3729006928406,-0.0814699903002309,-1.25243007033214
2011-08-08,121.06,32,1024,0.222833624192917,-0.120682180987381,0.2716,1.22,8.6912,15.7129006928406,-0.0814699903002309,-1.28012986703422
2011-08-09,124.51,48,2304,0.312533115220247,-0.182654995322292,0.2716,1.33,13.0368,31.7129006928406,-0.0814699903002309,-2.58364971183791
2011-08-10,118.65,35.06,1229.2036,0.363538287999382,-0.118081490939339,0.2716,1.57,9.522296,18.7729006928407,-0.0814699903002309,-1.52942803735293
2011-08-11,119.99,42.99,1848.1401,0.388382375277167,-0.158794883312249,0.2716,1.4,11.676084,26.7029006928407,-0.0814699903002309,-2.17548506043376
2011-08-12,119.79,39,1521,0.428352036808352,-0.116645353220082,0.3343,1.26,13.0377,22.7129006928406,-0.018769990300231,-0.426320925694728
2011-08-15,121.76,36.36,1322.0496,0.429944066107463,-0.104658714495024,0.3343,1.3,12.155148,20.0729006928406,-0.018769990300231,-0.376768151302118
2011-08-16,122.41,31.87,1015.6969,0.438376909496811,-0.0886469693853389,0.3343,1.61,10.654141,15.5829006928406,-0.018769990300231,-0.292490894854081
2011-08-17,126.16,32.85,1079.1225,0.438596823108002,-0.0902701993328332,0.3343,0.98,10.981755,16.5629006928406,-0.018769990300231,-0.310885485348308
2011-08-18,124.44,31.58,997.2964,0.43277255946716,-0.105500384759002,0.3343,1.64,10.557194,15.2929006928406,-0.018769990300231,-0.287047597667014
2011-08-19,124.05,42.67,1820.7289,0.454538431583605,-0.150447945476405,0.3556,1.41,15.173452,26.3829006928406,0.00253000969976908,0.0667489946609311
2011-08-22,119.4,43.05,1853.3025,0.448950142066334,-0.179025906947472,0.3556,1.14,15.30858,26.7629006928406,0.00253000969976908,0.0677103983468434
2011-08-23,124.05,42.44,1801.1536,0.448783838206666,-0.179675286533133,0.3556,1.48,15.091664,26.1529006928406,0.00253000969976908,0.0661670924299842
2011-08-24,123.37,36.27,1315.5129,0.472101952948619,-0.140306044073895,0.3556,1.17,12.897612,19.9829006928407,0.00253000969976908,0.050556932582409
2011-08-25,120.81,35.9,1288.81,0.476989058667735,-0.123158057066119,0.3556,1.54,12.76604,19.6129006928406,0.00253000969976908,0.0496208289934945
2011-08-26,122.97,39.76,1580.8576,0.475410390704509,-0.11832824935964,0.3644,1.58,14.488544,23.4729006928406,0.0113300096997691,0.2659481925316
2011-08-29,120.99,35.59,1266.6481,0.480741377593552,-0.100080626012749,0.3644,1.49,12.968996,19.3029006928407,0.0113300096997691,0.218702052083563
2011-08-30,119.9,32.28,1041.9984,0.493763011176541,-0.0657216270210705,0.3644,1.71,11.762832,15.9929006928406,0.0113300096997691,0.181199719977328
2011-08-31,120.01,32.89,1081.7521,0.494106590075791,-0.0592366318783162,0.3644,1.45,11.985116,16.6029006928406,0.0113300096997691,0.188111025894187
2011-09-01,120.23,31.62,999.8244,0.487463042183985,-0.0284377052966072,0.3644,1.16,11.522328,15.3329006928406,0.0113300096997691,0.17372191357548
2011-09-02,119.33,31.82,1012.5124,0.488212342928477,-0.0453834025662418,0.3862,1.27,12.288884,15.5329006928406,0.033130009699769,0.51460515061936
2011-09-06,121.04,33.92,1150.5664,0.466159182552147,-0.0219887210092526,0.3862,1.55,13.099904,17.6329006928406,0.033130009699769,0.584178170988875
2011-09-07,118.75,37,1369,0.466681846136545,-0.0288776822245742,0.3862,1.57,14.2894,20.7129006928406,0.033130009699769,0.686218600864163
2011-09-08,118.59,33.38,1114.2244,0.406972210455751,0.0683244688549385,0.3862,1.07,12.891356,17.0929006928407,0.033130009699769,0.566287965751
2011-09-09,116.9,34.32,1177.8624,0.377827492868624,0.0113381726236961,0.3022,1.22,10.371504,18.0329006928406,-0.0508699903002309,-0.917333483329831
2011-09-12,117.23,38.52,1483.7904,0.354753692779889,0.029426428375972,0.3022,1.39,11.640744,22.2329006928407,-0.0508699903002309,-1.1309874425908
2011-09-13,118.05,38.59,1489.1881,0.318008741242229,-0.00888262775318172,0.3022,1.39,11.661898,22.3029006928407,-0.0508699903002309,-1.13454834191182
2011-09-14,115.73,36.91,1362.3481,0.319144363441678,-0.00505171845856989,0.3022,1.21,11.154202,20.6229006928406,-0.0508699903002309,-1.04908675820743
2011-09-15,120,34.6,1197.16,0.31332215793754,-0.0132127930783978,0.3022,1.25,10.45612,18.3129006928406,-0.0508699903002309,-0.931577080613896
2011-09-16,123.27,31.97,1022.0809,0.317201223666749,0.0136146024128498,0.305,1.22,9.75085,15.6829006928406,-0.048069990300231,-0.753876884184335
2011-09-19,120.76,30.98,959.7604,0.317682741511059,0.018358123771125,0.305,1.16,9.4489,14.6929006928406,-0.048069990300231,-0.706287593787107
2011-09-20,120.61,32.73,1071.2529,0.272705263540817,0.0541258195667433,0.305,1.09,9.98265,16.4429006928406,-0.048069990300231,-0.790410076812511
2011-09-21,120.18,32.86,1079.7796,0.265590689206647,0.0675861939615539,0.305,1.31,10.0223,16.5729006928406,-0.048069990300231,-0.796659175551541
2011-09-22,119.37,37.32,1392.7824,0.289218450908652,0.0374970803288388,0.305,1.82,11.3826,21.0329006928406,-0.048069990300231,-1.01105133229057
2011-09-23,118.24,41.35,1709.8225,0.287941416939329,-0.0286156415309398,0.2533,1.49,10.473955,25.0629006928406,-0.0997699903002309,-2.50052535902036
2011-09-26,120.34,41.25,1701.5625,0.284542130648079,-0.0355866991878031,0.2533,1.47,10.448625,24.9629006928406,-0.0997699903002309,-2.49054835999034
2011-09-27,119.55,39.02,1522.5604,0.292099235102448,0.0031693836763651,0.2533,1.99,9.883766,22.7329006928407,-0.0997699903002309,-2.26806128162082
2011-09-28,118.21,37.71,1422.0441,0.289677642406167,-0.00120739073753295,0.2533,1.53,9.551943,21.4229006928406,-0.0997699903002309,-2.13736259432752
2011-09-29,118.97,41.08,1687.5664,0.279504433967342,-0.0500032161606443,0.2533,2.08,10.405564,24.7929006928406,-0.0997699903002309,-2.4735874616393
2011-09-30,114.83,38.84,1508.5456,0.281426573612347,-0.0442659023371936,0.3251,1.75,12.626884,22.5529006928407,-0.027969990300231,-0.630804413620825
2011-10-03,113.09,42.96,1845.5616,0.291213351430239,-0.0744671275427828,0.3251,1.23,13.966296,26.6729006928406,-0.027969990300231,-0.746040773657776
2011-10-04,115.28,45.45,2065.7025,0.303020481669883,-0.0913881885764471,0.3251,1.62,14.775795,29.1629006928407,-0.027969990300231,-0.815686049505352
2011-10-05,113.87,40.82,1666.2724,0.306046953827717,-0.0435419009204203,0.3251,1.5,13.270582,24.5329006928406,-0.027969990300231,-0.686184994415282
2011-10-06,115.42,37.81,1429.5961,0.312807895247644,-0.0183699579945076,0.3251,1.58,12.292031,21.5229006928407,-0.027969990300231,-0.601995323611587
2011-10-07,116.1,36.27,1315.5129,0.302752185964493,-0.0284755594234198,0.3523,1.57,12.777921,19.9829006928407,-0.000769990300230949,-0.0153866397039656
2011-10-10,116.81,36.2,1310.44,0.301913981162237,-0.0260034469043946,0.3523,1.86,12.75326,19.9129006928407,-0.000769990300230949,-0.0153327403829495
2011-10-11,118.91,33.02,1090.3204,0.309505809199596,0.0346206759513352,0.3523,1.7,11.632946,16.7329006928407,-0.000769990300230949,-0.012884171228215
2011-10-12,121.6,32.86,1079.7796,0.308920176726614,0.0282229767181352,0.3523,2.16,11.576578,16.5729006928406,-0.000769990300230949,-0.0127609727801781
2011-10-13,121.98,31.26,977.1876,0.309139620350946,0.0288913091814065,0.3523,1.8,11.012898,14.9729006928406,-0.000769990300230949,-0.0115289882998086
2011-10-14,121.9,30.7,942.49,0.306311600975291,0.0125234672200705,0.3977,1.18,12.20939,14.4129006928406,0.044630009699769,0.643247897723286
2011-10-17,124.46,28.24,797.4976,0.306440743781634,0.0127133762865155,0.3977,1.23,11.231048,11.9529006928406,0.044630009699769,0.533458073861854
2011-10-18,127.99,33.39,1114.8921,0.313562206102974,-0.0125370404166762,0.3977,1.4,13.279203,17.1029006928406,0.044630009699769,0.763302623815665
2011-10-19,122.57,31.56,996.0336,0.319619271461956,0.0175269050514943,0.3977,1.22,12.551412,15.2729006928406,0.044630009699769,0.681629706065087
2011-10-20,122.57,34.44,1186.1136,0.322990320633444,0.00645947261891422,0.3977,1.57,13.696788,18.1529006928406,0.044630009699769,0.810164134000422
2011-10-21,127.19,34.78,1209.6484,0.303965197306374,0.0408343363138881,0.3598,1.45,12.513844,18.4929006928406,0.00673000969976906,0.124457401039683
2011-10-24,124.85,31.32,980.9424,0.281917035232929,0.0918709161212172,0.3598,1.41,11.268936,15.0329006928406,0.00673000969976906,0.101171567478483
2011-10-25,122.65,29.26,856.1476,0.283384159999185,0.0985981760803112,0.3598,1.65,10.527748,12.9729006928406,0.00673000969976906,0.0873077474969583
2011-10-26,122.65,32.22,1038.1284,0.287692473587821,0.0552816328879127,0.3598,1.53,11.592756,15.9329006928406,0.00673000969976906,0.107228576208275
2011-10-27,122.82,29.86,891.6196,0.287640336261848,0.0551314839437298,0.3598,1.48,10.743628,13.5729006928406,0.00673000969976906,0.0913457533168197
2011-10-28,121.18,25.46,648.2116,0.293510545254904,0.109756344321951,0.43,1.29,10.9478,9.17290069284065,0.076930009699769,0.705671339275249
2011-10-31,120.69,24.53,601.7209,0.293777245865583,0.102063981539967,0.43,1.52,10.5479,8.24290069284065,0.076930009699769,0.634126430254464
2011-11-01,126.65,29.96,897.6016,0.293464541528686,0.10230659165059,0.43,1.9,12.8828,13.6729006928406,0.076930009699769,1.05185638292421
2011-11-02,123.95,34.77,1208.9529,0.292710918412148,0.102830093235724,0.43,1.68,14.9511,18.4829006928407,0.076930009699769,1.4218897295801
2011-11-03,124.19,32.74,1071.9076,0.288813509970144,0.0965671290593351,0.43,1.63,14.0782,16.4529006928407,0.076930009699769,1.26572180988957
